,KRW-BTC,KRW-ETH,KRW-XRP,KRW-ADA,KRW-ETC,KRW-BCH,KRW-XLM
2017-10-06 09:00:00,0.5027,0.356,2.69,0.213,1.415,4.175,0.212
2017-10-07 09:00:00,0.5047,0.3545,2.73,0.237,1.405,4.11,0.237
2017-10-08 09:00:00,0.5217,0.3495,3.19,0.23199999999999998,1.37,3.89,0.21
2017-10-09 09:00:00,0.5477,0.3395,2.86,0.253,1.3,3.58,0.20199999999999999
2017-10-10 09:00:00,0.5486,0.344,2.98,0.247,1.31,3.655,0.217
2017-10-11 09:00:00,0.5557,0.348,3.03,0.26,1.32,3.625,0.22399999999999998
2017-10-12 09:00:00,0.6332,0.354,2.86,0.309,1.37,3.645,0.20800000000000002
2017-10-13 09:00:00,0.6438,0.384,2.94,0.382,1.38,3.65,0.204
2017-10-14 09:00:00,0.6664,0.383,2.87,0.36700000000000005,1.38,3.64,0.19699999999999998
2017-10-15 09:00:00,0.6381,0.377,2.99,0.33899999999999997,1.35,3.535,0.21600000000000003
2017-10-16 09:00:00,0.6491,0.377,2.9,0.325,1.335,3.52,0.41700000000000004
2017-10-17 09:00:00,0.6457,0.36,2.61,0.313,1.35,4.205,0.522
2017-10-18 09:00:00,0.6391,0.3605,2.49,0.305,1.32,3.895,0.40399999999999997
2017-10-19 09:00:00,0.6511,0.3525,2.45,0.311,1.29,3.79,0.35700000000000004
2017-10-20 09:00:00,0.6928,0.351,2.38,0.332,1.285,3.715,0.319
2017-10-24 09:00:00,0.6479,0.3485,2.39,0.318,1.225,3.8,0.43
2017-10-25 09:00:00,0.6643,0.3445,2.33,0.319,1.21,3.82,0.40299999999999997
2017-10-26 09:00:00,0.6811,0.3395,2.31,0.314,1.185,3.87,0.397
2017-10-27 09:00:00,0.671,0.3435,2.33,0.308,1.195,4.23,0.39799999999999996
2017-10-28 09:00:00,0.6715,0.3455,2.32,0.303,1.21,4.875,0.36
2017-10-29 09:00:00,0.6961,0.342,2.28,0.324,1.215,5.05,0.342
2017-10-30 09:00:00,0.6964,0.349,2.29,0.324,1.22,5.07,0.361
2017-10-31 09:00:00,0.7422,0.3495,2.29,0.35100000000000003,1.205,5.01,0.33399999999999996
2017-11-01 09:00:00,0.7798,0.3335,2.19,0.265,1.165,6.13,0.314
2017-11-02 09:00:00,0.8217,0.332,2.36,0.249,1.17,6.65,0.319
2017-11-03 09:00:00,0.8143,0.3485,2.35,0.259,1.445,7.08,0.316
2017-11-04 09:00:00,0.8346,0.34,2.27,0.25,1.33,6.97,0.309
2017-11-05 09:00:00,0.8453,0.336,2.28,0.247,1.525,6.52,0.301
2017-11-06 09:00:00,0.806,0.34575,2.35,0.257,1.631,6.975,0.319
2017-11-07 09:00:00,0.8243,0.3382,2.39,0.256,1.568,7.068,0.354
2017-11-08 09:00:00,0.8339,0.346,2.43,0.281,1.561,6.907,0.374
2017-11-09 09:00:00,0.8148,0.3642,2.47,0.368,1.609,7.431,0.456
2017-11-10 09:00:00,0.7541,0.3411,2.33,0.309,1.657,11.5,0.376
2017-11-11 09:00:00,0.7231,0.35735,2.41,0.313,2.188,15.295,0.374
2017-11-12 09:00:00,0.7132,0.3684,2.34,0.293,1.78,16.885,0.337
2017-11-13 09:00:00,0.7487,0.36145,2.31,0.295,1.827,15.505,0.355
2017-11-14 09:00:00,0.7591,0.385,2.37,0.301,2.009,14.43,0.428
2017-11-15 09:00:00,0.835,0.3794,2.39,0.302,1.955,13.7,0.429
2017-11-16 09:00:00,0.871,0.3652,2.54,0.304,1.851,9.989,0.413
2017-11-17 09:00:00,0.8541,0.36795,2.49,0.285,1.898,13.095,0.39799999999999996
2017-11-18 09:00:00,0.8618,0.38365,2.51,0.29100000000000004,1.941,13.8,0.40299999999999997
2017-11-19 09:00:00,0.877,0.3886,2.53,0.307,1.956,12.845,0.40399999999999997
2017-11-20 09:00:00,0.9025,0.39865,2.62,0.319,2.012,13.38,0.41
2017-11-21 09:00:00,0.8944,0.3976,2.54,0.312,1.949,12.895,0.41200000000000003
2017-11-22 09:00:00,0.9084,0.4192,2.62,0.318,1.977,14.34,0.47600000000000003
2017-11-23 09:00:00,0.8943,0.45245,2.68,0.308,1.988,18.5,0.45
2017-11-24 09:00:00,0.9195,0.5281,2.67,0.317,2.315,18.15,0.45799999999999996
2017-11-25 09:00:00,0.9879,0.5189,2.79,0.34700000000000003,2.385,17.35,0.49200000000000005
2017-11-26 09:00:00,1.0344,0.521,2.74,0.40299999999999997,2.418,19.06,0.5429999999999999
2017-11-27 09:00:00,1.1314,0.5488,2.88,0.585,2.87,18.31,0.698
2017-11-28 09:00:00,1.2048,0.564,3.39,1.46,3.816,18.0,1.02
2017-11-29 09:00:00,1.1104,0.484,2.66,1.01,2.789,15.39,0.7040000000000001
2017-11-30 09:00:00,1.1935,0.5199,2.82,1.43,3.139,15.905,0.861
2017-12-01 09:00:00,1.2532,0.534,2.87,1.51,3.44,16.6,1.05
2017-12-02 09:00:00,1.2971,0.5403,2.9,1.56,3.411,16.5,1.12
2017-12-03 09:00:00,1.3128,0.54,2.87,1.53,3.391,17.69,1.05
2017-12-04 09:00:00,1.3684,0.5478,2.89,1.58,3.44,18.105,1.14
2017-12-05 09:00:00,1.4645,0.5681,2.92,1.58,3.529,17.895,1.54
2017-12-06 09:00:00,1.839,0.5545,2.9,1.57,3.36,17.91,2.16
2017-12-07 09:00:00,2.3791,0.5865,2.87,1.45,3.329,17.64,1.78
2017-12-08 09:00:00,2.026,0.5642,2.98,1.44,3.544,17.495,1.72
2017-12-09 09:00:00,1.7769,0.5535,2.84,1.39,3.321,16.49,1.61
2017-12-10 09:00:00,1.7661,0.504,2.69,1.26,2.97,15.13,1.36
2017-12-11 09:00:00,1.9307,0.5875,2.88,1.38,3.08,16.135,1.64
2017-12-12 09:00:00,1.894,0.705,4.35,1.47,3.281,17.835,1.67
2017-12-13 09:00:00,1.8358,0.782,5.23,1.48,3.31,17.9,1.67
2017-12-14 09:00:00,1.866,0.7849,9.4,2.6,3.546,21.98,2.12
2017-12-15 09:00:00,2.0075,0.7721,8.44,2.42,3.584,20.44,2.22
2017-12-16 09:00:00,2.2205,0.7886,8.49,4.57,3.861,20.4,2.79
2017-12-17 09:00:00,2.1881,0.8152,8.16,5.52,3.914,21.15,3.02
2017-12-18 09:00:00,2.2087,0.9185,8.79,6.2,4.4,24.84,3.21
2017-12-19 09:00:00,2.2367,1.0275,9.4,6.63,4.802,34.37,3.35
2017-12-20 09:00:00,2.2638,1.0885,9.95,6.64,5.387,50.5,3.44
2017-12-21 09:00:00,2.22,1.1145,16.05,6.73,5.259,43.68,3.63
2017-12-22 09:00:00,1.9089,0.9099,14.6,5.6,3.926,35.31,2.97
2017-12-23 09:00:00,2.0525,0.9835,14.7,5.83,4.172,42.1,3.28
2017-12-24 09:00:00,1.9592,0.9612,14.05,5.47,3.992,39.97,3.12
2017-12-25 09:00:00,1.9822,1.035,14.25,5.89,4.164,39.44,3.21
2017-12-26 09:00:00,2.1933,1.0405,15.05,5.91,4.149,40.53,3.08
2017-12-27 09:00:00,2.197,1.048,17.2,5.81,4.087,38.6,3.17
2017-12-28 09:00:00,1.9565,0.969,17.05,5.51,3.648,33.83,2.98
2017-12-29 09:00:00,1.929,0.984,25.7,6.91,3.685,35.06,4.22
2017-12-30 09:00:00,1.8415,1.0105,27.25,8.84,3.51,32.21,4.54
2017-12-31 09:00:00,1.928,1.026,27.45,9.86,3.631,32.95,4.89
2018-01-01 09:00:00,1.886,1.057,28.85,9.87,4.112,32.52,6.86
2018-01-02 09:00:00,2.0263,1.177,30.0,10.5,4.362,34.86,7.62
2018-01-03 09:00:00,2.09,1.2955,37.35,15.45,4.501,35.0,12.2
2018-01-04 09:00:00,2.3402,1.4395,42.15,17.55,5.149,35.5,11.3
2018-01-05 09:00:00,2.7444,1.5545,40.6,16.25,5.031,38.25,10.75
2018-01-06 09:00:00,2.6924,1.57,41.3,16.35,5.286,39.63,11.35
2018-01-07 09:00:00,2.5859,1.7865,43.8,16.15,5.644,39.95,11.4
2018-01-08 09:00:00,2.523,1.9025,40.05,15.1,5.644,40.27,10.5
2018-01-09 09:00:00,2.4016,2.142,34.1,13.45,6.19,39.09,9.78
2018-01-10 09:00:00,2.1317,1.7935,28.05,11.05,5.166,40.55,7.94
2018-01-11 09:00:00,1.9389,1.665,28.15,9.95,4.676,35.4,8.16
2018-01-12 09:00:00,2.0745,1.9,30.55,13.6,5.369,38.7,10.1
2018-01-13 09:00:00,2.1135,2.055,29.6,13.1,6.237,39.33,9.88
2018-01-14 09:00:00,1.9206,1.907,25.75,11.2,6.01,35.6,8.71
2018-01-15 09:00:00,1.9106,1.7925,23.35,10.95,5.611,33.53,8.42
2018-01-16 09:00:00,1.4279,1.312,14.65,7.87,3.575,22.16,5.52
2018-01-17 09:00:00,1.4951,1.37,17.6,8.63,3.845,23.24,6.41
2018-01-18 09:00:00,1.488,1.34,20.75,8.6,3.959,22.62,6.62
2018-01-19 09:00:00,1.5372,1.3835,20.65,8.71,4.211,23.38,6.75
2018-01-20 09:00:00,1.6858,1.516,20.7,9.36,4.64,26.66,7.05
2018-01-21 09:00:00,1.464,1.3245,17.25,7.78,3.859,22.45,5.85
2018-01-22 09:00:00,1.3944,1.285,17.15,7.24,3.75,20.88,6.15
2018-01-23 09:00:00,1.3141,1.1925,16.15,6.76,3.417,19.48,5.89
2018-01-24 09:00:00,1.345,1.2605,16.0,7.45,3.509,19.545,6.7
2018-01-25 09:00:00,1.2973,1.2165,15.15,7.43,3.352,19.01,7.01
2018-01-26 09:00:00,1.2876,1.2165,13.95,7.22,3.323,18.34,7.28
2018-01-27 09:00:00,1.29,1.2475,13.65,6.98,3.318,18.38,6.96
2018-01-28 09:00:00,1.3352,1.3955,15.4,7.27,3.632,19.735,7.02
2018-01-29 09:00:00,1.2909,1.341,14.5,6.83,3.551,18.905,6.62
2018-01-30 09:00:00,1.1627,1.233,12.7,5.83,3.086,16.8,5.59
2018-01-31 09:00:00,1.1429,1.2575,12.6,5.61,3.201,16.7,5.92
2018-02-01 09:00:00,1.007,1.135,10.4,4.51,2.74,14.005,4.96
2018-02-02 09:00:00,0.941,0.9778,9.56,4.26,2.457,12.53,4.33
2018-02-03 09:00:00,0.952,0.9996,9.82,4.72,2.502,13.045,4.54
2018-02-04 09:00:00,0.89,0.904,8.91,4.13,2.255,12.7,4.1
2018-02-05 09:00:00,0.7832,0.7877,7.73,3.57,1.85,9.96,3.67
2018-02-06 09:00:00,0.8642,0.8767,8.48,4.0,2.109,10.77,4.04
2018-02-07 09:00:00,0.8387,0.8351,7.89,3.71,2.0,10.5,3.75
2018-02-08 09:00:00,0.948,0.9387,8.98,3.94,2.492,14.76,4.03
2018-02-09 09:00:00,0.9929,1.004,10.5,4.27,2.915,14.795,4.41
2018-02-10 09:00:00,0.9959,0.9911,11.9,4.44,2.792,14.5,4.55
2018-02-11 09:00:00,0.932,0.932,11.05,4.04,2.747,13.965,4.12
2018-02-12 09:00:00,1.014,0.9875,11.9,4.23,3.369,14.6,4.4
2018-02-13 09:00:00,0.9906,0.9713,11.4,4.12,3.82,14.09,4.67
2018-02-14 09:00:00,1.0473,1.018,12.4,4.3,3.835,14.91,4.94
2018-02-15 09:00:00,1.1357,1.051,12.5,4.38,3.823,15.26,5.01
2018-02-16 09:00:00,1.1462,1.0595,12.5,4.37,3.871,17.175,5.04
2018-02-17 09:00:00,1.23,1.0825,13.1,4.53,3.857,17.09,5.24
2018-02-18 09:00:00,1.1966,1.05,12.25,4.19,3.977,16.74,5.01
2018-02-19 09:00:00,1.2649,1.0675,12.6,4.27,4.365,17.225,5.08
2018-02-20 09:00:00,1.3548,1.065,12.35,4.2,4.438,16.805,4.68
2018-02-21 09:00:00,1.2815,1.024,11.6,4.06,4.252,15.65,4.62
2018-02-22 09:00:00,1.1763,0.96,10.55,3.73,3.749,14.395,4.19
2018-02-23 09:00:00,1.2065,1.017,11.2,3.8,4.307,15.01,4.35
2018-02-24 09:00:00,1.1553,0.993,10.7,3.57,4.374,14.03,4.07
2018-02-25 09:00:00,1.123,0.981,10.55,3.83,4.129,13.67,4.05
2018-02-26 09:00:00,1.1773,0.9883,10.6,3.71,4.038,14.15,4.1
2018-02-27 09:00:00,1.1951,0.9831,10.45,3.68,4.013,13.945,4.01
2018-02-28 09:00:00,1.186,0.9778,10.15,3.48,3.812,13.735,3.8
2018-03-01 09:00:00,1.2214,0.9739,10.2,3.35,3.751,14.375,3.77
2018-03-02 09:00:00,1.2465,0.965,10.05,3.23,3.45,14.38,3.6
2018-03-03 09:00:00,1.2831,0.9563,10.0,3.27,3.226,14.19,3.86
2018-03-04 09:00:00,1.2592,0.9479,10.95,3.27,3.213,14.005,3.96
2018-03-05 09:00:00,1.2746,0.9429,10.45,3.24,2.953,14.025,3.89
2018-03-06 09:00:00,1.2023,0.91,10.1,3.1,2.765,13.49,3.72
2018-03-07 09:00:00,1.12,0.8418,9.58,2.71,2.459,12.27,3.66
2018-03-08 09:00:00,1.0517,0.788,9.06,2.41,2.505,11.53,3.47
2018-03-09 09:00:00,1.0418,0.8152,9.25,2.41,2.47,11.985,3.44
2018-03-10 09:00:00,0.9863,0.7663,8.69,2.27,2.324,11.25,3.2
2018-03-11 09:00:00,1.052,0.793,8.96,2.4,2.362,12.635,3.31
2018-03-12 09:00:00,1.0213,0.7793,8.75,2.44,2.28,11.865,3.21
2018-03-13 09:00:00,1.0168,0.7634,8.63,2.41,2.214,11.7,3.23
2018-03-14 09:00:00,0.9153,0.6797,7.64,2.15,1.884,10.505,2.73
2018-03-15 09:00:00,0.9115,0.6727,7.53,2.0,2.013,10.38,2.63
2018-03-16 09:00:00,0.9095,0.6579,7.45,1.93,1.94,10.745,2.51
2018-03-17 09:00:00,0.8667,0.6055,6.89,1.67,1.776,10.44,2.23
2018-03-18 09:00:00,0.9018,0.5919,7.11,1.68,1.827,10.29,2.41
2018-03-19 09:00:00,0.9718,0.6311,8.13,2.16,2.209,11.26,2.77
2018-03-20 09:00:00,0.9829,0.613,7.72,2.2,2.21,11.64,2.96
2018-03-21 09:00:00,0.9919,0.6246,7.56,2.32,2.165,11.485,2.81
2018-03-22 09:00:00,0.9783,0.605,7.33,2.22,2.19,11.29,2.69
2018-03-23 09:00:00,0.9847,0.601,7.08,2.07,2.108,11.38,2.59
2018-03-24 09:00:00,0.958,0.5843,7.03,2.08,2.048,10.87,2.6
2018-03-25 09:00:00,0.9477,0.5854,7.1,2.05,2.021,10.82,2.66
2018-03-26 09:00:00,0.9052,0.542,6.55,1.83,1.847,10.15,2.51
2018-03-27 09:00:00,0.8651,0.49945,6.31,1.69,1.755,9.744,2.38
2018-03-28 09:00:00,0.873,0.4911,6.29,1.73,1.756,9.446,2.4
2018-03-29 09:00:00,0.7915,0.42645,5.59,1.58,1.63,7.892,2.09
2018-03-30 09:00:00,0.7602,0.43645,5.54,1.57,1.592,7.714,2.07
2018-03-31 09:00:00,0.7697,0.43755,5.56,1.67,1.581,7.566,2.27
2018-04-01 09:00:00,0.7482,0.41425,5.26,1.62,1.501,7.027,2.27
2018-04-02 09:00:00,0.771,0.42085,5.4,1.66,1.542,7.339,2.45
2018-04-03 09:00:00,0.8092,0.4521,6.0,1.83,1.655,7.733,2.55
2018-04-04 09:00:00,0.7492,0.4165,5.42,1.67,1.5,7.151,2.24
2018-04-05 09:00:00,0.7408,0.41685,5.34,1.59,1.494,6.986,2.16
2018-04-06 09:00:00,0.728,0.406,5.2,1.57,1.441,6.679,2.13
2018-04-07 09:00:00,0.7533,0.41955,5.29,1.61,1.461,6.938,2.19
2018-04-08 09:00:00,0.7622,0.4338,5.4,1.7,1.528,7.064,2.23
2018-04-09 09:00:00,0.745,0.43895,5.33,1.66,1.499,7.0,2.17
2018-04-10 09:00:00,0.7428,0.449,5.31,1.69,1.485,7.029,2.18
2018-04-11 09:00:00,0.7429,0.4591,5.74,1.76,1.556,7.129,2.25
2018-04-12 09:00:00,0.8121,0.5076,6.57,2.2,1.658,7.588,2.5
2018-04-13 09:00:00,0.8375,0.5215,6.81,2.13,1.658,7.784,2.61
2018-04-14 09:00:00,0.835,0.5224,6.65,2.12,1.67,7.648,2.64
2018-04-15 09:00:00,0.8663,0.5525,7.14,2.36,1.74,8.085,3.03
2018-04-16 09:00:00,0.8663,0.549,7.12,2.75,1.742,8.255,3.06
2018-04-17 09:00:00,0.845,0.5387,7.02,2.59,1.717,8.101,3.19
2018-04-18 09:00:00,0.8652,0.557,7.55,2.75,1.865,9.49,3.72
2018-04-19 09:00:00,0.8994,0.6156,8.48,2.91,1.995,10.43,3.95
2018-04-20 09:00:00,0.9552,0.6632,9.95,3.25,2.122,12.1,4.22
2018-04-21 09:00:00,0.9735,0.66,9.42,3.14,2.02,12.665,4.07
2018-04-22 09:00:00,0.9602,0.677,9.4,3.09,2.048,12.965,3.99
2018-04-23 09:00:00,0.976,0.7027,9.54,3.15,2.224,15.68,4.08
2018-04-24 09:00:00,1.0505,0.7684,10.0,3.37,2.401,15.335,4.3
2018-04-25 09:00:00,0.9829,0.6823,8.76,2.97,2.058,14.2,3.74
2018-04-26 09:00:00,1.013,0.7222,9.25,3.17,2.29,15.495,4.22
2018-04-27 09:00:00,0.9819,0.7089,8.87,3.14,2.291,14.655,4.26
2018-04-28 09:00:00,1.0043,0.7335,9.27,3.84,2.333,15.005,4.59
2018-04-29 09:00:00,1.0187,0.747,9.38,3.91,2.365,15.635,4.95
2018-04-30 09:00:00,1.0138,0.7358,9.1,3.72,2.375,14.84,4.64
2018-05-01 09:00:00,0.9896,0.7323,9.1,3.85,2.345,14.755,4.74
2018-05-02 09:00:00,1.0032,0.7479,9.31,4.03,2.351,15.885,4.78
2018-05-03 09:00:00,1.0683,0.8537,9.66,4.03,2.495,16.615,4.79
2018-05-04 09:00:00,1.0645,0.8617,9.74,3.92,2.454,16.625,4.7
2018-05-05 09:00:00,1.082,0.8993,9.89,4.0,2.496,19.4,4.71
2018-05-06 09:00:00,1.0684,0.881,9.57,3.84,2.82,19.5,4.54
2018-05-07 09:00:00,1.0422,0.8391,9.21,3.68,2.617,18.365,4.4
2018-05-08 09:00:00,1.0233,0.8337,8.98,3.61,2.5,17.8,4.24
2018-05-09 09:00:00,1.0405,0.8384,8.88,3.55,2.394,18.08,4.18
2018-05-10 09:00:00,0.9976,0.801,8.28,3.24,2.161,16.83,3.84
2018-05-11 09:00:00,0.9256,0.7447,7.45,2.83,1.944,15.02,3.4
2018-05-12 09:00:00,0.9481,0.7656,7.66,2.95,2.024,16.325,4.01
2018-05-13 09:00:00,0.9803,0.8231,8.23,3.14,2.11,16.685,4.18
2018-05-14 09:00:00,0.9797,0.821,8.21,3.01,2.11,16.0,4.1
2018-05-15 09:00:00,0.95,0.7938,7.75,2.85,2.03,14.87,3.82
2018-05-16 09:00:00,0.9297,0.7888,7.87,2.81,1.969,14.26,3.7
2018-05-17 09:00:00,0.909,0.7541,7.44,2.69,1.91,13.48,3.48
2018-05-18 09:00:00,0.9165,0.7712,7.52,2.7,1.998,13.4,3.51
2018-05-19 09:00:00,0.9112,0.7714,7.46,2.67,1.954,13.03,3.48
2018-05-20 09:00:00,0.937,0.7868,7.69,2.79,1.994,14.18,3.62
2018-05-21 09:00:00,0.9345,0.776,7.53,2.74,1.951,13.66,3.48
2018-05-22 09:00:00,0.894,0.7199,7.15,2.47,1.814,12.7,3.27
2018-05-23 09:00:00,0.8483,0.6539,6.67,2.25,1.678,11.26,3.08
2018-05-24 09:00:00,0.8415,0.6684,6.97,2.3,1.73,11.93,3.23
2018-05-25 09:00:00,0.8317,0.6522,6.74,2.21,1.68,11.285,3.18
2018-05-26 09:00:00,0.8162,0.6524,6.76,2.17,1.694,11.2,3.16
2018-05-27 09:00:00,0.8182,0.6348,6.71,2.14,1.698,11.08,3.05
2018-05-28 09:00:00,0.7903,0.5681,6.08,1.92,1.592,9.839,2.77
2018-05-29 09:00:00,0.8299,0.6302,6.68,2.25,1.692,10.965,3.15
2018-05-30 09:00:00,0.8207,0.6192,6.68,2.31,1.68,10.91,3.05
2018-05-31 09:00:00,0.8282,0.6391,6.77,2.47,1.685,11.0,3.28
2018-06-01 09:00:00,0.8282,0.637,6.83,2.42,1.707,11.0,3.19
2018-06-02 09:00:00,0.8339,0.6447,7.02,2.46,1.724,11.8,3.24
2018-06-03 09:00:00,0.8419,0.6758,7.52,2.48,1.77,12.765,3.32
2018-06-04 09:00:00,0.8248,0.6533,7.23,2.33,1.677,12.13,3.2
2018-06-05 09:00:00,0.836,0.6671,7.38,2.4,1.695,12.615,3.24
2018-06-06 09:00:00,0.8359,0.6622,7.36,2.36,1.66,12.355,3.25
2018-06-07 09:00:00,0.8375,0.657,7.37,2.29,1.66,12.475,3.2
2018-06-08 09:00:00,0.8341,0.6552,7.35,2.23,1.683,12.21,3.15
2018-06-09 09:00:00,0.8233,0.6522,7.22,2.21,1.644,11.93,3.07
2018-06-10 09:00:00,0.7576,0.5873,6.51,1.95,1.408,10.505,2.74
2018-06-11 09:00:00,0.7635,0.5911,6.65,1.99,1.442,10.61,2.8
2018-06-12 09:00:00,0.735,0.5553,6.25,1.83,1.657,9.768,2.55
2018-06-13 09:00:00,0.704,0.5314,5.92,1.77,1.545,9.366,2.44
2018-06-14 09:00:00,0.7355,0.5755,6.18,1.89,1.559,9.926,2.68
2018-06-15 09:00:00,0.718,0.5459,5.97,1.81,1.54,9.453,2.58
2018-06-16 09:00:00,0.7277,0.5562,5.95,1.81,1.619,9.528,2.58
2018-06-17 09:00:00,0.7218,0.5559,5.89,1.79,1.592,9.442,2.55
2018-06-18 09:00:00,0.7461,0.5752,5.98,1.83,1.678,9.851,2.59
2018-06-19 09:00:00,0.7553,0.603,6.14,1.86,1.745,10.125,2.62
2018-06-20 09:00:00,0.7538,0.5985,6.02,1.8,1.928,9.92,2.59
2018-06-21 09:00:00,0.7511,0.5894,6.0,1.77,1.973,9.766,2.54
2018-06-22 09:00:00,0.6962,0.5347,5.55,1.59,1.678,8.69,2.31
2018-06-23 09:00:00,0.703,0.5406,5.57,1.56,1.69,8.685,2.3
2018-06-24 09:00:00,0.6992,0.5178,5.39,1.49,1.69,8.475,2.19
2018-06-25 09:00:00,0.7036,0.5162,5.4,1.51,1.784,8.455,2.22
2018-06-26 09:00:00,0.69,0.4949,5.15,1.43,1.687,7.903,2.08
2018-06-27 09:00:00,0.6925,0.49785,5.3,1.43,1.738,8.039,2.14
2018-06-28 09:00:00,0.6682,0.4788,5.07,1.35,1.66,7.501,2.01
2018-06-29 09:00:00,0.6958,0.48715,5.09,1.4,1.716,8.078,2.1
2018-06-30 09:00:00,0.7164,0.5095,5.24,1.54,1.805,8.373,2.17
2018-07-01 09:00:00,0.7109,0.5042,5.15,1.58,1.775,8.252,2.23
2018-07-02 09:00:00,0.7297,0.5241,5.4,1.71,1.835,8.6,2.38
2018-07-03 09:00:00,0.7298,0.5166,5.42,1.68,1.801,8.47,2.3
2018-07-04 09:00:00,0.7329,0.5194,5.46,1.68,1.871,8.495,2.34
2018-07-05 09:00:00,0.7377,0.528,5.38,1.66,1.968,8.346,2.27
2018-07-06 09:00:00,0.748,0.5314,5.39,1.64,2.079,8.323,2.34
2018-07-07 09:00:00,0.755,0.5391,5.42,1.64,2.091,8.681,2.33
2018-07-08 09:00:00,0.7516,0.5439,5.36,1.63,2.047,8.391,2.34
2018-07-09 09:00:00,0.7474,0.5296,5.3,1.57,2.04,8.184,2.3
2018-07-10 09:00:00,0.714,0.49045,5.03,1.45,1.834,7.755,2.16
2018-07-11 09:00:00,0.7226,0.5031,5.08,1.49,1.867,7.95,2.15
2018-07-12 09:00:00,0.709,0.4887,4.99,1.44,1.848,7.8,2.08
2018-07-13 09:00:00,0.7054,0.49145,4.98,1.56,1.846,7.88,2.35
2018-07-14 09:00:00,0.7109,0.4936,4.99,1.55,1.87,7.989,2.37
2018-07-15 09:00:00,0.7178,0.5056,5.04,1.59,1.882,8.178,2.5
2018-07-16 09:00:00,0.7454,0.5319,5.33,1.72,1.93,8.9,2.64
2018-07-17 09:00:00,0.808,0.5497,5.58,1.89,1.973,9.383,2.78
2018-07-18 09:00:00,0.8302,0.538,5.5,2.02,1.947,9.267,3.37
2018-07-19 09:00:00,0.8443,0.5296,5.39,2.05,1.96,9.266,3.44
2018-07-20 09:00:00,0.8351,0.5115,5.06,1.84,1.836,8.742,3.05
2018-07-21 09:00:00,0.8367,0.5216,5.14,1.85,1.842,8.912,3.29
2018-07-22 09:00:00,0.8349,0.5163,5.06,1.91,1.815,8.842,3.2
2018-07-23 09:00:00,0.8752,0.5096,5.05,1.85,1.817,8.886,3.23
2018-07-24 09:00:00,0.9452,0.5392,5.16,1.94,1.865,9.77,3.39
2018-07-25 09:00:00,0.9158,0.5281,5.14,1.92,1.848,9.262,3.74
2018-07-26 09:00:00,0.895,0.5213,5.07,1.85,1.885,9.078,3.46
2018-07-27 09:00:00,0.9122,0.5243,5.07,1.85,1.9,9.115,3.55
2018-07-28 09:00:00,0.9225,0.5253,5.12,1.85,1.904,9.209,3.55
2018-07-29 09:00:00,0.9238,0.5248,5.1,1.84,1.899,9.325,3.47
2018-07-30 09:00:00,0.927,0.5178,5.06,1.74,1.938,9.241,3.34
2018-07-31 09:00:00,0.88,0.4907,4.95,1.61,1.846,8.789,3.15
2018-08-01 09:00:00,0.8726,0.4801,5.12,1.61,1.773,8.796,3.18
2018-08-02 09:00:00,0.8731,0.476,4.98,1.52,1.725,8.48,3.02
2018-08-03 09:00:00,0.8508,0.4789,5.05,1.49,1.894,8.3,2.94
2018-08-04 09:00:00,0.8074,0.46845,4.94,1.45,1.888,7.982,2.75
2018-08-05 09:00:00,0.8077,0.46935,4.98,1.49,2.036,8.135,2.79
2018-08-06 09:00:00,0.7982,0.4667,4.75,1.5,2.15,7.968,2.68
2018-08-07 09:00:00,0.776,0.437,4.37,1.44,1.998,7.58,2.63
2018-08-08 09:00:00,0.7308,0.413,3.87,1.31,1.76,6.835,2.3
2018-08-09 09:00:00,0.7543,0.421,3.98,1.41,1.742,7.038,2.56
2018-08-10 09:00:00,0.723,0.3913,3.75,1.35,1.672,6.705,2.62
2018-08-11 09:00:00,0.7325,0.37355,3.51,1.3,1.551,6.602,2.55
2018-08-12 09:00:00,0.7395,0.3731,3.47,1.31,1.544,6.679,2.62
2018-08-13 09:00:00,0.7387,0.3362,3.25,1.19,1.406,6.278,2.63
2018-08-14 09:00:00,0.7233,0.3251,3.19,1.09,1.375,5.962,2.54
2018-08-15 09:00:00,0.7332,0.32825,3.28,1.1,1.552,5.967,2.53
2018-08-16 09:00:00,0.7337,0.33355,3.39,1.09,1.611,5.999,2.49
2018-08-17 09:00:00,0.7496,0.3616,4.19,1.24,1.646,6.868,2.72
2018-08-18 09:00:00,0.7391,0.34085,3.8,1.14,1.523,6.418,2.57
2018-08-19 09:00:00,0.7431,0.3435,3.93,1.16,1.526,6.53,2.62
2018-08-20 09:00:00,0.7255,0.3151,3.66,1.06,1.44,5.947,2.45
2018-08-21 09:00:00,0.7375,0.31535,3.76,1.07,1.43,6.002,2.47
2018-08-22 09:00:00,0.7289,0.31045,3.65,1.02,1.399,5.941,2.4
2018-08-23 09:00:00,0.7439,0.3151,3.72,1.06,1.428,6.056,2.46
2018-08-24 09:00:00,0.7561,0.31785,3.7,1.06,1.422,6.031,2.48
2018-08-25 09:00:00,0.7604,0.3143,3.69,1.05,1.414,6.041,2.46
2018-08-26 09:00:00,0.7547,0.30905,3.64,1.05,1.401,5.919,2.39
2018-08-27 09:00:00,0.7688,0.3199,3.78,1.13,1.417,6.119,2.53
2018-08-28 09:00:00,0.7839,0.327,3.89,1.17,1.459,6.253,2.61
